"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"29408","1","ensembl_havana","gene",17372196,17401699,".","+",".","PADI6","ENSG00000276747",29504,"353238"
"29449","1","ensembl_havana","gene",17406760,17439724,".","-",".","RCC2","ENSG00000179051",32965,"55920"
"29565","1","ensembl_havana","gene",17539835,17697874,".","+",".","ARHGEF10L","ENSG00000074964",158040,"55160"
"29813","1","ensembl_havana","gene",17755313,17827063,".","+",".","ACTL8","ENSG00000117148",71751,"81569"
"29840","1","ensembl_havana","gene",18107746,18378483,".","+",".","IGSF21","ENSG00000117154",270738,"84966"
"29913","1","ensembl_havana","gene",18480982,18486126,".","+",".","KLHDC7A","ENSG00000179023",5145,"127707"
"29933","1","ensembl_havana","gene",18631006,18748866,".","+",".","PAX7","ENSG00000009709",117861,"5081"
"30024","1","ensembl_havana","gene",18839599,18859682,".","-",".","TAS1R2","ENSG00000179002",20084,"80834"
"30097","1","ensembl_havana","gene",18871430,18902781,".","-",".","ALDH4A1","ENSG00000159423",31352,"8659"
"30262","1","ensembl_havana","gene",18904281,18956686,".","-",".","IFFO2","ENSG00000169991",52406,"126917"
"30340","1","ensembl_havana","gene",19074506,19210276,".","-",".","UBR4","ENSG00000127481",135771,"23352"
"30840","1","havana","gene",19210501,19240704,".","+",".","RP1-43E13.2","ENSG00000230424",30204,"101927895"
"30844","1","ensembl_havana","gene",19215664,19251552,".","-",".","EMC1","ENSG00000127463",35889,"23065"
"31060","1","ensembl_havana","gene",19251539,19260128,".","+",".","MRTO4","ENSG00000053372",8590,"51154"
"31148","1","ensembl_havana","gene",19282558,19289250,".","-",".","AKR7A3","ENSG00000162482",6693,"22977"
"31176","1","ensembl_havana","gene",19303965,19312146,".","-",".","AKR7A2","ENSG00000053371",8182,"8574"
"31253","1","ensembl_havana","gene",19312326,19329300,".","+",".","PQLC2","ENSG00000040487",16975,"54896"
"31366","1","ensembl_havana","gene",19338776,19485539,".","-",".","CAPZB","ENSG00000077549",146764,"832"
"31513","1","havana","gene",19591802,19596832,".","-",".","RP5-1056L3.1","ENSG00000235185",5031,"105378614"
"31519","1","ensembl_havana","gene",19596977,19629821,".","+",".","MINOS1","ENSG00000173436",32845,"440574"
"31580","1","ensembl_havana","gene",19596979,19658056,".","+",".","MINOS1-NBL1","ENSG00000270136",61078,"100532736"
"31651","1","ensembl_havana","gene",19640554,19658456,".","+",".","NBL1","ENSG00000158747",17903,"4681"
"31818","1","ensembl_havana","gene",19665287,19679562,".","+",".","HTR6","ENSG00000158748",14276,"3362"
"31835","1","ensembl_havana","gene",19682213,19799945,".","-",".","TMCO4","ENSG00000162542",117733,"255104"
"31951","1","ensembl_havana","gene",19814029,19815278,".","-",".","RNF186","ENSG00000178828",1250,"54546"
"31964","1","ensembl_havana","gene",19882513,19912945,".","+",".","OTUD3","ENSG00000169914",30433,"23252"
"31994","1","ensembl_havana","gene",19920009,19923617,".","-",".","PLA2G2E","ENSG00000188784",3609,"30814"
"32009","1","ensembl_havana","gene",19975431,19980416,".","-",".","PLA2G2A","ENSG00000188257",4986,"5320"
"32066","1","ensembl_havana","gene",20028179,20091190,".","+",".","PLA2G5","ENSG00000127472",63012,"5322"
"32138","1","ensembl_havana","gene",20111939,20119566,".","-",".","PLA2G2D","ENSG00000117215",7628,"26279"
"32159","1","ensembl_havana","gene",20139326,20150386,".","+",".","PLA2G2F","ENSG00000158786",11061,"64600"
"32183","1","ensembl_havana","gene",20161253,20177424,".","-",".","PLA2G2C","ENSG00000187980",16172,"391013"
"32205","1","havana","gene",20184242,20186486,".","-",".","UBXN10-AS1","ENSG00000225986",2245,"101928017"
"32211","1","ensembl_havana","gene",20186085,20196048,".","+",".","UBXN10","ENSG00000162543",9964,"127733"
"32224","1","ensembl_havana","gene",20290919,20354894,".","+",".","VWA5B1","ENSG00000158816",63976,"127731"
"32519","1","ensembl_havana","gene",20482391,20486220,".","-",".","CAMK2N1","ENSG00000162545",3830,"55450"
"32542","1","ensembl_havana","gene",20499448,20508161,".","-",".","MUL1","ENSG00000090432",8714,"79594"
"32561","1","ensembl_havana","gene",20552439,20555010,".","+",".","FAM43B","ENSG00000183114",2572,"163933"
"32576","1","ensembl_havana","gene",20588948,20618908,".","+",".","CDA","ENSG00000158825",29961,"978"
"32595","1","ensembl_havana","gene",20633455,20651511,".","+",".","PINK1","ENSG00000158828",18057,"65018"
"32630","1","havana","gene",20642657,20652193,".","-",".","PINK1-AS","ENSG00000117242",9537,"100861548"
"32636","1","ensembl_havana","gene",20651767,20661544,".","-",".","DDOST","ENSG00000244038",9778,"1650"
"32733","1","ensembl_havana","gene",20664014,20718017,".","-",".","KIF17","ENSG00000117245",54004,"57576"
"32892","1","ensembl_havana","gene",20719732,20732837,".","-",".","SH2D5","ENSG00000189410",13106,"400745"
"33011","1","ensembl_havana","gene",20742661,20787323,".","-",".","HP1BP3","ENSG00000127483",44663,"50809"
"33213","1","ensembl_havana","gene",20806292,21176888,".","-",".","EIF4G3","ENSG00000075151",370597,"8672"
"33691","1","ensembl_havana","gene",21217247,21345504,".","-",".","ECE1","ENSG00000117298",128258,"1889"
"33963","1","havana","gene",21293290,21299774,".","+",".","RP5-1071N3.1","ENSG00000231105",6485,"100506801"
"34025","1","ensembl_havana","gene",21440128,21485005,".","+",".","NBPF3","ENSG00000142794",44878,"84224"
"34298","1","ensembl_havana","gene",21509372,21578412,".","+",".","ALPL","ENSG00000162551",69041,"249"
"34433","1","ensembl_havana","gene",21596215,21669363,".","-",".","RAP1GAP","ENSG00000076864",73149,"5909"
"34916","1","ensembl_havana","gene",21678298,21783606,".","-",".","USP48","ENSG00000090686",105309,"84196"
"35235","1","ensembl_havana","gene",21812265,21825221,".","+",".","LDLRAD2","ENSG00000187942",12957,"401944"
"35272","1","ensembl_havana","gene",21822245,21937297,".","-",".","HSPG2","ENSG00000142798",115053,"3339"
"35589","1","ensembl_havana","gene",21977021,21998642,".","+",".","CELA3B","ENSG00000219073",21622,"23436"
"35644","1","ensembl_havana","gene",22001656,22012539,".","+",".","CELA3A","ENSG00000142789",10884,"10136"
"35739","1","ensembl_havana","gene",22052627,22092946,".","+",".","CDC42","ENSG00000070831",40320,"998"
"35824","1","ensembl_havana","gene",22117305,22143969,".","-",".","WNT4","ENSG00000162552",26665,"54361"
"35884","1","ensembl_havana","gene",22451851,22531157,".","+",".","ZBTB40","ENSG00000184677",79307,"9923"
"36032","1","ensembl_havana","gene",22563564,22603594,".","+",".","EPHA8","ENSG00000070886",40031,"2046"
"36093","1","ensembl_havana","gene",22636506,22639608,".","+",".","C1QA","ENSG00000173372",3103,"712"
"36118","1","ensembl_havana","gene",22643630,22648110,".","+",".","C1QC","ENSG00000159189",4481,"714"
"36146","1","ensembl_havana","gene",22652762,22661538,".","+",".","C1QB","ENSG00000173369",8777,"713"
"36193","1","ensembl_havana","gene",22710839,22921500,".","+",".","EPHB2","ENSG00000133216",210662,"2048"
"36388","1","ensembl_havana","gene",22953043,22965338,".","-",".","LACTBL1","ENSG00000215906",12296,"646262"
"36428","1","ensembl_havana","gene",23010834,23015850,".","-",".","C1orf234","ENSG00000227868",5017,"729059"
"36455","1","ensembl_havana","gene",23019448,23083689,".","+",".","KDM1A","ENSG00000004487",64242,"23028"
"36591","1","ensembl_havana","gene",23084023,23177808,".","-",".","LUZP1","ENSG00000169641",93786,"7798"
"36664","1","ensembl_havana","gene",23191895,23194729,".","-",".","HTR1D","ENSG00000179546",2835,"3352"
"36695","1","ensembl_havana","gene",23303771,23344336,".","-",".","HNRNPR","ENSG00000125944",40566,"10236"
"36877","1","ensembl_havana","gene",23359448,23369442,".","-",".","ZNF436","ENSG00000125945",9995,"80818"
"36902","1","ensembl_havana","gene",23368997,23371839,".","+",".","ZNF436-AS1","ENSG00000249087",2843,"148898"
"36930","1","ensembl_havana","gene",23381061,23424740,".","-",".","TCEA3","ENSG00000204219",43680,"6920"
"37011","1","ensembl_havana","gene",23428563,23484568,".","-",".","ASAP3","ENSG00000088280",56006,"55616"
"37305","1","ensembl_havana","gene",23506430,23531220,".","-",".","E2F2","ENSG00000007968",24791,"1870"
"37342","1","ensembl_havana","gene",23557918,23559794,".","-",".","ID3","ENSG00000117318",1877,"3399"
"37368","1","ensembl_havana","gene",23581495,23640568,".","+",".","MDS2","ENSG00000197880",59074,"259283"
"37415","1","ensembl_havana","gene",23691779,23696425,".","+",".","RPL11","ENSG00000142676",4647,"6135"
"37459","1","ensembl_havana","gene",23743155,23762059,".","+",".","TCEB3","ENSG00000011007",18905,"6924"
"37554","1","havana","gene",23760382,23778287,".","-",".","TCEB3-AS1","ENSG00000236810",17906,"100506963"
"37569","1","ensembl_havana","gene",23778405,23788232,".","+",".","PITHD1","ENSG00000057757",9828,"57095"
"37609","1","ensembl_havana","gene",23790970,23795539,".","+",".","LYPLA2","ENSG00000011009",4570,"11313"
"37765","1","ensembl_havana","gene",23795599,23800804,".","-",".","GALE","ENSG00000117308",5206,"2582"
"37964","1","ensembl_havana","gene",23801885,23838620,".","-",".","HMGCL","ENSG00000117305",36736,"3155"
"38064","1","ensembl_havana","gene",23845077,23868294,".","-",".","FUCA1","ENSG00000179163",23218,"2517"
"38092","1","ensembl_havana","gene",23870526,23913362,".","-",".","CNR2","ENSG00000188822",42837,"1269"
"38125","1","ensembl_havana","gene",23959109,23963462,".","+",".","PNRC2","ENSG00000189266",4354,"55629"
"38163","1","ensembl_havana","gene",23964804,23980927,".","-",".","SRSF10","ENSG00000188529",16124,"10772"
"38346","1","ensembl_havana","gene",24056035,24112175,".","-",".","MYOM3","ENSG00000142661",56141,"127294"
"38471","1","ensembl_havana","gene",24119771,24143121,".","-",".","IL22RA1","ENSG00000142677",23351,"58985"
"38489","1","ensembl_havana","gene",24154157,24187959,".","-",".","IFNLR1","ENSG00000185436",33803,"163702"
"38581","1","ensembl_havana","gene",24319322,24364482,".","+",".","GRHL3","ENSG00000158055",45161,"57822"
"38781","1","ensembl_havana","gene",24356999,24416934,".","-",".","STPG1","ENSG00000001460",59936,"90529"
"38901","1","ensembl_havana","gene",24415794,24472976,".","+",".","NIPAL3","ENSG00000001461",57183,"57185"
"39025","1","ensembl_havana","gene",24502351,24541040,".","+",".","RCAN3","ENSG00000117602",38690,"11123"
"39157","1","ensembl_havana","gene",24556111,24609328,".","+",".","NCMAP","ENSG00000184454",53218,"400746"
"39180","1","ensembl_havana","gene",24631716,24673267,".","+",".","SRRM1","ENSG00000133226",41552,"10250"
"39478","1","ensembl_havana","gene",24745357,24844324,".","+",".","CLIC4","ENSG00000169504",98968,"25932"
"39538","1","ensembl_havana","gene",24899511,24965121,".","-",".","RUNX3","ENSG00000020633",65611,"864"
"39651","1","ensembl_havana","gene",25222679,25232502,".","-",".","SYF2","ENSG00000117614",9824,"25949"
"39696","1","ensembl_havana","gene",25242237,25338213,".","-",".","RSRP1","ENSG00000117616",95977,"57035"
"39858","1","ensembl_havana","gene",25272393,25330445,".","+",".","RHD","ENSG00000187010",58053,"6007"
"40049","1","ensembl_havana","gene",25337917,25362361,".","+",".","TMEM50A","ENSG00000183726",24445,"23585"
"40100","1","ensembl_havana","gene",25362249,25430192,".","-",".","RHCE","ENSG00000188672",67944,"6006"
"40274","1","ensembl_havana","gene",25430858,25500209,".","+",".","TMEM57","ENSG00000204178",69352,"55219"
"40334","1","ensembl_havana","gene",25543580,25568886,".","+",".","LDLRAP1","ENSG00000157978",25307,"26119"
"40414","1","ensembl_havana","gene",25617468,25786207,".","+",".","MAN1C1","ENSG00000117643",168740,"57134"
"40564","1","ensembl_havana","gene",25800176,25818224,".","+",".","SEPN1","ENSG00000162430",18049,"57190"
"40697","1","ensembl_havana","gene",25818640,25832942,".","+",".","MTFR1L","ENSG00000117640",14303,"56181"
"41008","1","ensembl_havana","gene",25831913,25859458,".","-",".","AUNIP","ENSG00000127423",27546,"79000"
"41043","1","ensembl_havana","gene",25861210,25871253,".","-",".","PAQR7","ENSG00000182749",10044,"164091"
"41062","1","ensembl_havana","gene",25884181,25906991,".","-",".","STMN1","ENSG00000117632",22811,"3925"
"41171","1","ensembl_havana","gene",25959767,25998157,".","-",".","PAFAH2","ENSG00000158006",38391,"5051"
"41278","1","ensembl_havana","gene",26019884,26036464,".","+",".","EXTL1","ENSG00000158008",16581,"2134"
"41325","1","ensembl_havana","gene",26037252,26046133,".","-",".","SLC30A2","ENSG00000158014",8882,"7780"
"41381","1","ensembl_havana","gene",26051304,26068436,".","-",".","TRIM63","ENSG00000158022",17133,"84676"
"41411","1","ensembl_havana","gene",26111165,26125543,".","+",".","PDIK1L","ENSG00000175087",14379,"149420"
"41464","1","ensembl_havana","gene",26159020,26163962,".","+",".","FAM110D","ENSG00000197245",4943,"79927"
"41486","1","havana","gene",26164161,26168581,".","-",".","RP11-96L14.8","ENSG00000282872",4421,"110806296"
"41554","1","ensembl_havana","gene",26169871,26170873,".","+",".","ZNF593","ENSG00000142684",1003,"51042"
"41575","1","ensembl_havana","gene",26177403,26189886,".","+",".","CNKSR1","ENSG00000142675",12484,"10256"
"41873","1","ensembl_havana","gene",26190561,26202968,".","+",".","CATSPER4","ENSG00000188782",12408,"378807"
"41940","1","havana","gene",26209741,26229840,".","+",".","RP11-231P20.2","ENSG00000236155",20100,"101928303"
"41976","1","ensembl_havana","gene",26234153,26279038,".","+",".","CEP85","ENSG00000130695",44886,"64793"
"42115","1","ensembl_havana","gene",26279176,26281522,".","+",".","SH3BGRL3","ENSG00000142669",2347,"83442"
"42140","1","ensembl_havana","gene",26281328,26318363,".","-",".","UBXN11","ENSG00000158062",37036,"91544"
"42489","1","ensembl_havana","gene",26317957,26320523,".","+",".","CD52","ENSG00000169442",2567,"1043"
"42504","1","ensembl_havana","gene",26321859,26354130,".","-",".","AIM1L","ENSG00000176092",32272,"55057"
"42677","1","ensembl_havana","gene",26361634,26374522,".","-",".","ZNF683","ENSG00000176083",12889,"257101"
"42789","1","ensembl_havana","gene",26410778,26429722,".","+",".","LIN28A","ENSG00000131914",18945,"79727"
"42818","1","ensembl_havana","gene",26432282,26471294,".","+",".","DHDDS","ENSG00000117682",39013,"79947"
"43120","1","ensembl_havana","gene",26472450,26475972,".","+",".","HMGN2","ENSG00000198830",3523,"3151"
"43229","1","ensembl_havana","gene",26529761,26575030,".","+",".","RPS6KA1","ENSG00000117676",45270,"6195"
"43675","1","havana","gene",26692132,26694131,".","-",".","RP5-968P14.2","ENSG00000260063",2000,"101928728"
"43678","1","ensembl_havana","gene",26693236,26782104,".","+",".","ARID1A","ENSG00000117713",88869,"8289"
"44023","1","ensembl_havana","gene",26787472,26798398,".","+",".","PIGV","ENSG00000060642",10927,"55650"
"44098","1","ensembl_havana","gene",26826710,26857602,".","+",".","ZDHHC18","ENSG00000204160",30893,"84243"
"44178","1","ensembl_havana","gene",26863138,26864457,".","+",".","SFN","ENSG00000175793",1320,"2810"
"44191","1","ensembl_havana","gene",26876133,26890297,".","-",".","GPN2","ENSG00000142751",14165,"54707"
"44245","1","ensembl_havana","gene",26890488,26900466,".","-",".","GPATCH3","ENSG00000198746",9979,"63906"
"44282","1","ensembl_havana","gene",26900238,26946862,".","+",".","NUDC","ENSG00000090273",46625,"10726"
"44336","1","ensembl_havana","gene",26911489,26913966,".","-",".","NR0B2","ENSG00000131910",2478,"8431"
"44352","1","ensembl_havana","gene",26949562,26960406,".","-",".","KDF1","ENSG00000175707",10845,"126695"
"44395","1","ensembl_havana","gene",26993707,27000898,".","+",".","TRNP1","ENSG00000253368",7192,"388610"
"44418","1","ensembl_havana","gene",27005020,27012836,".","-",".","FAM46B","ENSG00000158246",7817,"115572"
"44440","1","ensembl_havana","gene",27098815,27166981,".","-",".","SLC9A1","ENSG00000090020",68167,"6548"
"44535","1","ensembl_havana","gene",27234516,27308633,".","+",".","WDTC1","ENSG00000142784",74118,"23038"
"44676","1","ensembl_havana","gene",27322145,27336400,".","+",".","TMEM222","ENSG00000186501",14256,"84065"
"44830","1","ensembl_havana","gene",27342020,27353937,".","+",".","SYTL1","ENSG00000142765",11918,"84958"
"45018","1","ensembl_havana","gene",27355184,27366892,".","-",".","MAP3K6","ENSG00000142733",11709,"9064"
"45279","1","ensembl_havana","gene",27369112,27374824,".","-",".","FCN3","ENSG00000142748",5713,"8547"
"45323","1","ensembl_havana","gene",27379176,27383380,".","-",".","CD164L2","ENSG00000174950",4205,"388611"
"45378","1","ensembl_havana","gene",27392644,27395814,".","+",".","GPR3","ENSG00000181773",3171,"2827"
"45389","1","ensembl_havana","gene",27404226,27490158,".","-",".","WASF2","ENSG00000158195",85933,"10163"
"45458","1","ensembl_havana","gene",27534035,27604431,".","-",".","AHDC1","ENSG00000126705",70397,"27245"
"45530","1","ensembl_havana","gene",27612064,27635277,".","-",".","FGR","ENSG00000000938",23214,"2268"
"45695","1","ensembl_havana","gene",27666061,27672218,".","-",".","IFI6","ENSG00000126709",6158,"2537"
"45780","1","ensembl_havana","gene",27725979,27763122,".","+",".","FAM76A","ENSG00000009780",37144,"199870"
"45916","1","ensembl_havana","gene",27773183,27824452,".","+",".","STX12","ENSG00000117758",51270,"23673"
"45979","1","ensembl_havana","gene",27830778,27851676,".","+",".","PPP1R8","ENSG00000117751",20899,"5511"
"46049","1","ensembl","gene",27834401,27834566,".","+",".","SCARNA1","ENSG00000252947",166,"677774"
"46059","1","ensembl_havana","gene",27872543,27886685,".","+",".","THEMIS2","ENSG00000130775",14143,"9473"
"46157","1","ensembl_havana","gene",27891524,27914746,".","-",".","RPA2","ENSG00000117748",23223,"6118"
"46249","1","ensembl_havana","gene",27934993,27959157,".","+",".","SMPDL3B","ENSG00000130768",24165,"27293"
"46353","1","ensembl_havana","gene",27959462,27968096,".","+",".","XKR8","ENSG00000158156",8635,"55113"
"46369","1","ensembl_havana","gene",27970344,28088696,".","-",".","EYA3","ENSG00000158161",118353,"2140"
"46607","1","ensembl_havana","gene",28147166,28193936,".","-",".","PTAFR","ENSG00000169403",46771,"5724"
"46631","1","ensembl_havana","gene",28199456,28233025,".","-",".","DNAJC8","ENSG00000126698",33570,"22826"
